urn|version|label_eng|desc_eng|type|has_mods|urn_status|redirect_to|member_of|created_by|edited_by
urn:cite:perseus:catver.9516.1|urn:cts:latinLit:phi1348.abo016.perseus-eng1|"Nero"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9517.1|urn:cts:latinLit:phi1348.abo016.opp-lat1|"Nero, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9518.1|urn:cts:latinLit:phi1348.abo016.opp-lat2|"Nero, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9519.1|urn:cts:latinLit:phi1348.abo016.opp-eng1|"Nero, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9520.1|urn:cts:latinLit:phi1348.abo016.opp-eng2|"Nero, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9521.1|urn:cts:latinLit:phi1348.abo014.perseus-lat1|"Caligula"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9522.1|urn:cts:latinLit:phi1348.abo014.perseus-eng1|"Caligula"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9523.1|urn:cts:latinLit:phi1348.abo014.opp-lat1|"Caligula, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9524.1|urn:cts:latinLit:phi1348.abo014.opp-lat2|"Caligula, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9525.1|urn:cts:latinLit:phi1348.abo014.opp-eng1|"Caligula, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9526.1|urn:cts:latinLit:phi1348.abo014.opp-eng2|"Caligula, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9527.1|urn:cts:latinLit:phi1348.abo011.perseus-lat1|"Divus Julius"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9528.1|urn:cts:latinLit:phi1348.abo011.perseus-eng1|"Divus Julius"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9529.1|urn:cts:latinLit:phi1348.abo011.opp-lat1|"Divus Iulius"|"Suetonius,ca. 69-ca. 122,creator Butler, Harold Edgeworth,1878-1951,editor Cary, M. (Max),1881-1958,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9530.1|urn:cts:latinLit:phi1348.abo011.opp-lat2|"Divus Julius, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9531.1|urn:cts:latinLit:phi1348.abo011.opp-lat3|"Divus Julius, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9532.1|urn:cts:latinLit:phi1348.abo011.opp-eng1|"Divus Julius, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9533.1|urn:cts:latinLit:phi1348.abo011.opp-eng2|"Divus Julius, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9534.1|urn:cts:latinLit:phi1348.phi002.opp-lat1|"On Poets, Suetonius, Volume II"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9535.1|urn:cts:latinLit:phi1348.phi002.opp-eng1|"On Poets, The, Lives of the twelve Caesars, to which are added, his Lives of the grammarians, rhetoricians, and
        poets"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9536.1|urn:cts:latinLit:phi1348.phi002.opp-eng2|"On Poets, Suetonius, Volume II"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9537.1|urn:cts:latinLit:phi1348.abo022.perseus-lat1|"Domitianus"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9538.1|urn:cts:latinLit:phi1348.abo022.perseus-eng1|"Domitianus"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9539.1|urn:cts:latinLit:phi1348.abo022.opp-lat1|"Domitian, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9540.1|urn:cts:latinLit:phi1348.abo022.opp-lat2|"Domitian, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9541.1|urn:cts:latinLit:phi1348.abo022.opp-eng1|"Domitian, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9542.1|urn:cts:latinLit:phi1348.abo022.opp-eng2|"Domitian, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9543.1|urn:cts:latinLit:phi1348.abo013.perseus-lat1|"Tiberius"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9544.1|urn:cts:latinLit:phi1348.abo013.perseus-eng1|"Tiberius"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9545.1|urn:cts:latinLit:phi1348.abo013.opp-lat1|"Tiberius, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9546.1|urn:cts:latinLit:phi1348.abo013.opp-lat2|"Tiberius, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9547.1|urn:cts:latinLit:phi1348.abo013.opp-eng1|"Tiberius, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9548.1|urn:cts:latinLit:phi1348.abo013.opp-eng2|"Tiberius, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9549.1|urn:cts:latinLit:phi1348.abo017.perseus-lat1|"Galba"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9550.1|urn:cts:latinLit:phi1348.abo017.perseus-eng1|"Galba"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9551.1|urn:cts:latinLit:phi1348.abo017.opp-lat1|"Galba, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9552.1|urn:cts:latinLit:phi1348.abo017.opp-lat2|"Galba, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9553.1|urn:cts:latinLit:phi1348.abo017.opp-eng1|"Galba, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9554.1|urn:cts:latinLit:phi1348.abo017.opp-eng2|"Galba, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9555.1|urn:cts:latinLit:phi1348.abo020.perseus-lat1|"Divus Vespasianus"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9556.1|urn:cts:latinLit:phi1348.abo020.perseus-eng1|"Divus Vespasianus"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9557.1|urn:cts:latinLit:phi1348.abo020.opp-lat1|"Vespasian, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9558.1|urn:cts:latinLit:phi1348.abo020.opp-lat2|"Vespasian, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9559.1|urn:cts:latinLit:phi1348.abo020.opp-eng1|"Vespasian, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9560.1|urn:cts:latinLit:phi1348.abo020.opp-eng2|"Vespasian, Lives of the Caesars, Books V-Book VIII"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9561.1|urn:cts:latinLit:phi1348.abo012.perseus-lat1|"Divus Augustus"|"Perseus:bib:oclc,38471332, Perseus:bib:isbn,3519018276"|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9562.1|urn:cts:latinLit:phi1348.abo012.perseus-eng1|"Divus Augustus"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9563.1|urn:cts:latinLit:phi1348.abo012.opp-lat1|"Divus Augustus, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9564.1|urn:cts:latinLit:phi1348.abo012.opp-lat2|"Divus Augustus, De Vita Caesarum, Libri VIII"|"Suetonius,ca. 69-ca. 122,creator Ihm, Max,,1863-1909,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9565.1|urn:cts:latinLit:phi1348.abo012.opp-eng1|"Divus Augustus, Lives of the Caesars, Books I-Book IV"|"Suetonius,ca. 69-ca. 122,creator Rolfe, John Carew,1859-1943,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9566.1|urn:cts:latinLit:phi1348.abo012.opp-eng2|"Divus Augustus, Lives of the Caesars"|"Suetonius,ca. 69-ca. 122,creator Thomson, Alexander,M.D,translator Forester, Thomas,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9567.1|urn:cts:latinLit:phi1351.phi004.perseus-lat1|"Historiae"|"Historiae. Cornelius Tacitus. Charles Dennis Fisher. Clarendon Press. Oxford. 1911."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9568.1|urn:cts:latinLit:phi1351.phi004.perseus-eng1|"The History"|"Complete Works of Tacitus. Tacitus. Alfred John Church. William Jackson Brodribb. Sara Bryant. edited for Perseus. New York. : Random House, Inc. Random House, Inc. 1873. reprinted 1942."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9569.1|urn:cts:latinLit:phi1351.phi004.opp-lat1|"Cornelli Taciti Historiarvm libri"|"Tacitus, Cornelius,creator Fisher, C. D. (Charles Dennis),d. 1916,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9570.1|urn:cts:latinLit:phi1351.phi004.opp-lat2|"Cornelli Taciti Historiarvm libri"|"Tacitus, Cornelius,creator Fisher, C. D. (Charles Dennis),d. 1916,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9571.1|urn:cts:latinLit:phi1351.phi004.opp-eng1|"The, History, Historiae, The , complete works of Tacitus, The annals. The history. The life of Cnaeus Julius Agricola. Germany and its
            tribes. A dialogue on oratory"|"Tacitus, Cornelius.,creator Church, Alfred John,1829-1912,translator Brodribb, William Jackson,1829-1905,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9572.1|urn:cts:latinLit:phi1351.phi005.perseus-lat1|"Annales"|"Annales ab excessu divi Augusti. Cornelius Tacitus. Charles Dennis Fisher. Clarendon Press. Oxford. 1906."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9573.1|urn:cts:latinLit:phi1351.phi005.perseus-eng1|"The Annals"|"Complete Works of Tacitus. Tacitus. Alfred John Church. William Jackson Brodribb. Sara Bryant. edited for Perseus. New York. : Random House, Inc. Random House, Inc. reprinted 1942."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9574.1|urn:cts:latinLit:phi1351.phi005.opp-lat1|"Cornelii Taciti Annalivm ab excessv divi Avgvsti libri "|"Tacitus, Cornelius,creator Fisher, C. D. (Charles Dennis),d. 1916,ed."|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9575.1|urn:cts:latinLit:phi1351.phi005.opp-lat2|"Annalium ab excessu divi Augusti libri, Annals of Tacitus, Vol II, Books XI-XVI"|"Tacitus, Cornelius,creator Furneaux, Henry,1829-1900,editor Pelham, H.F. (Henry Francis),,1846-1907,reviser Fisher, C.D. (Charles Dennis),,d. 1916,reviser"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9576.1|urn:cts:latinLit:phi1351.phi005.opp-lat3|"Annalium ab excessu divi Augusti libri, Annals of Tacitus, Vol I, Books I-VI"|"Tacitus, Cornelius,creator Furneaux, Henry,1829-1900,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9577.1|urn:cts:latinLit:phi1351.phi005.opp-lat4|"Cornelii Taciti Annalivm ab excessv divi Avgvsti libri "|"Tacitus, Cornelius,creator Fisher, C. D. (Charles Dennis),d. 1916,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9578.1|urn:cts:latinLit:phi1351.phi005.opp-lat5|"Annalium, Liber I-III, The , Germania and Agricola, and also, Selections from the Annals of Tacitus "|"Tacitus, Cornelius.,creator Anthon, Charles,1797-1867,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9579.1|urn:cts:latinLit:phi1351.phi005.opp-eng1|"Annalium ab excessu divi Augusti libri, The , complete works of Tacitus, The annals. The history. The life of Cnaeus Julius Agricola. Germany and its
            tribes. A dialogue on oratory"|"Tacitus, Cornelius.,creator Church, Alfred John,1829-1912,translator Brodribb, William Jackson,1829-1905,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9580.1|urn:cts:latinLit:phi1351.phi002.perseus-lat1|"de Origine et Situ Germanorum Liber"|"Opera Minora. Cornelius Tacitus. Henry Furneaux. Clarendon Press. Oxford. 1900."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9581.1|urn:cts:latinLit:phi1351.phi002.perseus-eng1|"Germany and its Tribes"|"Complete Works of Tacitus. Tacitus. Alfred John Church. William Jackson Brodribb. Lisa Cerrato. edited for Perseus. New York. : Random House, Inc. Random House, Inc. reprinted 1942."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9582.1|urn:cts:latinLit:phi1351.phi002.opp-lat1|"De Origine et Situ Germanorum, The , life of Agricola, and the Germania"|"Tacitus, Cornelius.,creator Allen, William Francis,1830-1889,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9583.1|urn:cts:latinLit:phi1351.phi002.opp-lat2|"De Origine et Situ Germanorum, Cornelli Taciti opera minora"|"Tacitus, Cornelius,creator Furneaux, Henry,1829-1900,editor Anderson, J.G.C.,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9584.1|urn:cts:latinLit:phi1351.phi002.opp-lat3|"De Origine et Situ Germanorum, The , Germania and Agricola, and also, Selections from the Annals of Tacitus "|"Tacitus, Cornelius.,creator Anthon, Charles,1797-1867,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9585.1|urn:cts:latinLit:phi1351.phi002.opp-eng1|"De Origine et Situ Germanorum, The , complete works of Tacitus, The annals. The history. The life of Cnaeus Julius Agricola. Germany and its
            tribes. A dialogue on oratory"|"Tacitus, Cornelius.,creator Church, Alfred John,1829-1912,translator Brodribb, William Jackson,1829-1905,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9586.1|urn:cts:latinLit:phi1351.phi003.perseus-eng1|"A Dialogue on Oratory"|"Complete Works of Tacitus. Tacitus. Sara Bryant. edited for Perseus. New York. : Random House, Inc. Random House, Inc. 1942."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9587.1|urn:cts:latinLit:phi1351.phi003.perseus-lat1|"Dialogus de Oratoribus"|"Opera Minora. Cornelius Tacitus. Henry Furneaux. Clarendon Press. Oxford. 1900."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9588.1|urn:cts:latinLit:phi1351.phi003.opp-lat1|"Dialogus de oratoribus"|"Tacitus, Cornelius.,creator Gudeman, A. (Alfred),b. 1862,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9589.1|urn:cts:latinLit:phi1351.phi003.opp-lat2|"Dialogus de oratoribus"|"Tacitus, Cornelius.,creator Lenchantin de Gubernatis, Massimo,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9590.1|urn:cts:latinLit:phi1351.phi003.opp-lat3|"Dialogus de Oratoribus, Cornelli Taciti opera minora"|"Tacitus, Cornelius,creator Furneaux, Henry,1829-1900,editor Anderson, J.G.C.,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9591.1|urn:cts:latinLit:phi1351.phi003.opp-eng1|"Dialogus de Oratoribus, The , complete works of Tacitus, The annals. The history. The life of Cnaeus Julius Agricola. Germany and its
            tribes. A dialogue on oratory"|"Tacitus, Cornelius.,creator Church, Alfred John,1829-1912,translator Brodribb, William Jackson,1829-1905,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9592.1|urn:cts:latinLit:phi1351.phi001.perseus-eng1|"Agricola"|"Suetonius: The Lives of the Twelve Caesars; An English Translation, Augmented with the Biographies of Contemporary Statesmen, Orators, Poets, and Other Associates. Suetonius. Publishing Editor. J. Eugene Reed. Alexander Thomson. Philadelphia. Gebbie &amp; Co. 1889."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9593.1|urn:cts:latinLit:phi1351.phi001.perseus-lat1|"De Vita Iulii Agricolae"|"Opera Minora. Cornelius Tacitus. Henry Furneaux. Clarendon Press. Oxford. 1900."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9594.1|urn:cts:latinLit:phi1351.phi001.perseus-eng2|"The Life of Cn&#230;us Julius Agricola"|"Complete Works of Tacitus. Tacitus. Sara Bryant. edited for Perseus. New York. : Random House, Inc. Random House, Inc. 1876. reprinted 1942."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9595.1|urn:cts:latinLit:phi1351.phi001.opp-lat1|"De vita Agricolae"|"Tacitus, Cornelius.,creator Furneaux, Henry,1829-1900,editor Anderson, J. G. C. (John George Clark),1870-1952,editor of revised version Haverfield, F. (Francis),1860-1919,contributor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9596.1|urn:cts:latinLit:phi1351.phi001.opp-lat2|"De vita Agricolae, The , life of Agricola, and the Germania"|"Tacitus, Cornelius.,creator Allen, William Francis,1830-1889,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9597.1|urn:cts:latinLit:phi1351.phi001.opp-lat3|"De vita Agricolae, Cornelli Taciti opera minora"|"Tacitus, Cornelius,creator Furneaux, Henry,1829-1900,editor Anderson, J.G.C.,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9598.1|urn:cts:latinLit:phi1351.phi001.opp-lat4|"De vita Agricolae, The , Germania and Agricola, and also, Selections from the Annals of Tacitus "|"Tacitus, Cornelius.,creator Anthon, Charles,1797-1867,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9599.1|urn:cts:latinLit:phi1351.phi001.opp-eng1|"De vita Agricolae, The , complete works of Tacitus, The annals. The history. The life of Cnaeus Julius Agricola. Germany and its
            tribes. A dialogue on oratory"|"Tacitus, Cornelius.,creator Church, Alfred John,1829-1912,translator Brodribb, William Jackson,1829-1905,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9600.1|urn:cts:latinLit:phi1357.phi002.opp-lat1|"Dacica, Historicorum Romanorum reliquiae, Vol II"|"Trajan,Emperor of Rome,53-117,creator Peter, Hermann,1837-1914,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9601.1|urn:cts:latinLit:phi1512.phi005.opp-lat1|"Commentum in Horati Sermones, Acronis et Porphyrionis Commentarii in Q. Horatium Flaccum, Vol 2"|"Pomponius Porphyrio,3rd cent,creator Hauthal, Ferdinand,1803-1870,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9602.1|urn:cts:latinLit:phi1512.phi005.opp-lat2|"Commentum in Horati Sermones, Pomponii Porphyrionis Commentarii in Q. Horatium Flaccum"|"Pomponius Porphyrio,3rd cent,creator Meyer, Wilhelm,1845-1917,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9603.1|urn:cts:latinLit:phi1512.phi005.opp-lat3|"Commentum in Horati Sermones, Pomponi Porfyrionis Commentum in Horatium Flaccum"|"Pomponius Porphyrio,3rd cent,creator Holder, Alfred,1840-1916,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9604.1|urn:cts:latinLit:phi1512.phi004.opp-lat1|"Commentum in Horati Epodos, Acronis et Porphyrionis Commentarii in Q. Horatium Flaccum, Vol 1"|"Pomponius Porphyrio,3rd cent,creator Hauthal, Ferdinand,1803-1870,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9605.1|urn:cts:latinLit:phi1512.phi004.opp-lat2|"Commentum in Horati Epodos, Pomponii Porphyrionis Commentarii in Q. Horatium Flaccum"|"Pomponius Porphyrio,3rd cent,creator Meyer, Wilhelm,1845-1917,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9606.1|urn:cts:latinLit:phi1512.phi004.opp-lat3|"Commentum in Horati Epodos, Pomponi Porfyrionis Commentum in Horatium Flaccum"|"Pomponius Porphyrio,3rd cent,creator Holder, Alfred,1840-1916,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.9607.1|urn:cts:latinLit:phi1512.phi001.opp-lat1|"Commentum in Horati Carmina, Acronis et Porphyrionis Commentarii in Q. Horatium Flaccum, Vol 1"|"Pomponius Porphyrio,3rd cent,creator Hauthal, Ferdinand,1803-1870,editor"|edition|true|published|||feed_aggregator|feed_aggregator
